Artista,Cancion,Album,Año,Genero,Duracion
Al Bano,????????,Grazie,1999,Pop,
Al Bano,Nel Sole,Grazie,1999,Pop,
Al Bano,Buona Notte Amore Mio,Grazie,1999,Pop,3:59
Al Bano,Il Mio Concerto Per Te,Grazie,1999,Pop,3:56
Al Bano,La Nostra Serenata,Grazie,1999,Pop,3:39
Al Bano,Io Di Notte,Grazie,1999,Pop,3:40
Al Bano,Ancora in Volo,Grazie,1999,Pop,4:08
Al Bano,Giochi Del Tempo,Grazie,1999,Pop,3:08
Al Bano,Santa Lucia,Grazie,1999,Pop,3:51
Al Bano,Tu Dove Sei,Grazie,1999,Pop,3:10
Al Bano,Ave Maria,Grazie,1999,Pop,2:40
Al Bano,Mille Cherubini In Coro,Grazie,1999,Pop,3:18
Al Bano,Bianvo Natale,Grazie,1999,Pop,3:10
Al Bano & Romina Power,Aria Pura,Aria Pura,2002,Pop,3:09
Al Bano & Romina Power,????????,Aria Pura,2002,Pop,??
Al Bano & Romina Power,Prima Notte D'amore,Aria Pura,2002,Pop,??
Al Bano & Romina Power,Sharazan,Aria Pura,2002,Pop,4:19
Al Bano & Romina Power,Al Bano Del Qua Qua,Aria Pura,2002,Pop,2:45
Al Bano & Romina Power,Angeli,Aria Pura,2002,Pop,3:28
Al Bano & Romina Power,E Tu Subito Amore,Aria Pura,2002,Pop,3:52
Al Bano & Romina Power,Canto Di Liberta,Aria Pura,2002,Pop,2:57
Al Bano & Romina Power,Caro Gesu,Aria Pura,2002,Pop,3:50
Al Bano & Romina Power,Arrivederci A Bahia,Aria Pura,2002,Pop,3:02
Al Bano & Romina Power,Happy X-Mas,Weihnachten bei uns zu Haus,1990,Holiday,4:41
Al Bano & Romina Power,White Christmas,Weihnachten bei uns zu Haus,1990,Holiday,3:35
Al Bano & Romina Power,Un' altro Natale,Weihnachten bei uns zu Haus,1990,Holiday,3:25
Al Bano & Romina Power,Stille Nacht,Weihnachten bei uns zu Haus,1990,Holiday,3:31
Al Bano & Romina Power,Little Drummer Boy,Weihnachten bei uns zu Haus,1990,Holiday,4:38
Al Bano & Romina Power,Feliz Navidad,Weihnachten bei uns zu Haus,1990,Holiday,3:16
Al Bano & Romina Power,Last Christmas,Weihnachten bei uns zu Haus,1990,Holiday,4:17
Al Bano & Romina Power,Mary's Boy Child,Weihnachten bei uns zu Haus,1990,Holiday,4:16
Al Bano & Romina Power,Leise rieselt der Schnee,Weihnachten bei uns zu Haus,1990,Holiday,3:05
Al Bano & Romina Power,Ave Maria,Weihnachten bei uns zu Haus,1990,Holiday,4:52
,,,,,
Alizée,,,,,0
Alizée,Moi... Lolita,Gourmandises,2000,Pop,4:26
Alizée,Lui ou toi,Gourmandises,2000,Pop,4:20
Alizée,L'Alizé,Gourmandises,2000,Pop,4:18
Alizée,J.B.G.,Gourmandises,2000,Pop,3:59
Alizée,Mon maquis,Gourmandises,2000,Pop,5:44
Alizée,Parler tout bas,Gourmandises,2000,Pop,4:42
Alizée,Veni vedi vici,Gourmandises,2000,Pop,4:25
Alizée,Abracadabra,Gourmandises,2000,Pop,4:05
Alizée,Gourmandises,Gourmandises,2000,Pop,4:16
Alizée,A quoi rêve une jeune fille,Gourmandises,2000,Pop,4:11
Alizée,I'm Fed Up,Mes courants électriques,2003,Variété française,5:07
Alizée,À contre-courant (single version),Mes courants électriques,2003,Variété française,4:28
Alizée,Toc de mac,Mes courants électriques,2003,Variété française,4:25
Alizée,Amélie,Mes courants électriques,2003,Variété française,3:47
Alizée,C'est trop tard,Mes courants électriques,2003,Variété française,4:38
Alizée,Tempête,Mes courants électriques,2003,Variété française,4:37
Alizée,I'm Not Twenty (single version),Mes courants électriques,2003,Variété française,4:19
Alizée,Hey ! Amigo !,Mes courants électriques,2003,Variété française,3:50
Alizée,L'e-mail a des ailes,Mes courants électriques,2003,Variété française,4:05
Alizée,Youpidoo,Mes courants électriques,2003,Variété française,4:03
Alizée,Coeur déjà pris,Mes courants électriques,2003,Variété française,4:16
Alizée,J'en ai marre,Mes courants électriques,2003,Variété française,5:07
Alizée,Amélie m'a dit,Mes courants électriques,2003,Variété française,3:46
Alizée,J'ai pas vingt ans (single version),Mes courants électriques,2003,Variété française,4:19
Alizée,Youpidou,Mes courants électriques,2003,Variété française,4:03
,,,,,
,,,,,
,,,,,
,,,,,
Alizée,Tears of Love,,,,3:46
Alizée,Broken Hearts,,,,4:03
Alizée,Fantasy Love,,,,4:23
Alizée,Hello Helli T'es A Dance Mix,,,,5:50
Alizée,Il Jouait Du Piano Debout,,,,2:55
,,,,,
Anahi,,,,,0
Anahi,Descontrolandote,Hoy Es Manana,1995,Latino,3:35
Anahi,Por Volverte a Ver,Hoy Es Manana,1995,Latino,3:13
Anahi,Soy Como Soy,Hoy Es Manana,1995,Latino,3:14
Anahi,Bailar,Hoy Es Manana,1995,Latino,3:41
Anahi,Mascaras,Hoy Es Manana,1995,Latino,3:27
Anahi,Fin de Semana,Hoy Es Manana,1995,Latino,3:26
Anahi,Historia Entre Amigas,Hoy Es Manana,1995,Latino,3:24
Anahi,Corazon de Bonbon,Hoy Es Manana,1995,Latino,2:48
Anahi,Telefono Suena,Hoy Es Manana,1995,Latino,3:19
Anahi,No Me Comparen,Hoy Es Manana,1995,Latino,3:40
Anahi,Por Volverte a Ver Remix,Hoy Es Manana,1995,Latino,3:00
Anahi,Salsa Reggae,Anclado en Mi Corazon,1997,Children's Music,3:06
Anahi,Anclado en Mi Corazon,Anclado en Mi Corazon,1997,Children's Music,3:08
Anahi,Para Nada,Anclado en Mi Corazon,1997,Children's Music,3:00
Anahi,Sexy,Anclado en Mi Corazon,1997,Children's Music,3:39
Anahi,A un Metro del Suelo,Anclado en Mi Corazon,1997,Children's Music,3:07
Anahi,Porcion de Amor,Anclado en Mi Corazon,1997,Children's Music,3:59
Anahi,Con los Brazos en Cruz,Anclado en Mi Corazon,1997,Children's Music,3:10
Anahi,Quimica,Anclado en Mi Corazon,1997,Children's Music,3:23
Anahi,Escandalo,Anclado en Mi Corazon,1997,Children's Music,3:29
Anahi,Salsa Reggae Remix,Anclado en Mi Corazon,1997,Children's Music,7:43
Anahi,Desesperadamente Sola,Una Rebelde En Solitario,2000,Latino,3:50
Anahi,Super Enamorándome,Una Rebelde En Solitario,2000,Latino,3:53
Anahi,Es el Amor,Una Rebelde En Solitario,2000,Latino,3:27
Anahi,Aquí Sigues Estando Tú,Una Rebelde En Solitario,2000,Latino,3:12
Anahi,Tu Amor Cayó del Cielo,Una Rebelde En Solitario,2000,Latino,3:06
Anahi,Como Cada Día,Una Rebelde En Solitario,2000,Latino,3:03
Anahi,Volverás a Mí,Una Rebelde En Solitario,2000,Latino,3:27
Anahi,Tranquilo Nene,Una Rebelde En Solitario,2000,Latino,3:58
Anahi,Sobredosis de Amor,Una Rebelde En Solitario,2000,Latino,3:43
Anahi,Primer Amor,Una Rebelde En Solitario,2000,Latino,3:07
Anahi,Mi Delirio,Mi Delirio,2009,,3:15
Anahi,Quiero,Mi Delirio,2009,,3:47
Anahi,Qué Más Da,Mi Delirio,2009,,3:56
Anahi,Hasta Que Llegues Tú,Mi Delirio,2009,,3:27
Anahi,No Te Quiero Olvidar,Mi Delirio,2009,,3:50
Anahi,Me Hipnotizas,Mi Delirio,2009,,3:53
Anahi,Para Qué,Mi Delirio,2009,,3:22
Anahi,Te Puedo Escuchar,Mi Delirio,2009,,4:24
Anahi,Él Me Mintió,Mi Delirio,2009,,3:08
Anahi,Gira la Vida,Mi Delirio,2009,,3:27
Anahi,Hasta Que Me Conociste,Mi Delirio,2009,,3:16
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Analia Selis,,,,,0
Analia Selis,Yo no soy de aquí,"Aquí, hoy",2005,Latino,3:54
Analia Selis,Siempre así,"Aquí, hoy",2005,Latino,3:54
Analia Selis,Zamba a tu recuerdo,"Aquí, hoy",2005,Latino,4:03
Analia Selis,Cred in tine,"Aquí, hoy",2005,Latino,3:57
Analia Selis,Dame dame,"Aquí, hoy",2005,Latino,3:47
Analia Selis,O poveste,"Aquí, hoy",2005,Latino,4:09
Analia Selis,Milonga sentimental,"Aquí, hoy",2005,Latino,3:27
Analia Selis,La puerta,"Aquí, hoy",2005,Latino,4:00
Analia Selis,Mi canción (Cred in tine),"Aquí, hoy",2005,Latino,3:57
Analia Selis,Se de ti (O poveste),"Aquí, hoy",2005,Latino,4:09
Analia Selis,Yo no soy de aquí (ro),"Aquí, hoy",2005,Latino,3:57
,,,,,
Ana Maria,,,,,0
Ana Maria,Al meu,Cantec pentru tine,,Pop,4:31
Ana Maria,Cantec pentru tine,Cantec pentru tine,,Pop,4:45
Ana Maria,Culori,Cantec pentru tine,,Pop,3:47
Ana Maria,Daca pleci maine,Cantec pentru tine,,Pop,3:29
Ana Maria,Direct pe tava,Cantec pentru tine,,Pop,4:16
Ana Maria,Iubirea-i peste tot,Cantec pentru tine,,Pop,4:02
Ana Maria,Prototipul aero,Cantec pentru tine,,Pop,3:42
Ana Maria,Si daca ar fi sa-ncep,Cantec pentru tine,,Pop,3:53
Ana Maria,Te-am pierdut,Cantec pentru tine,,Pop,3:54
Ana Maria,Versuri,Cantec pentru tine,,Pop,3:25
Ana Maria,Yahoo,Cantec pentru tine,,Pop,1:30
Ana Maria,Ochii tai,Ochii tai,2001,Pop,3:36
Ana Maria,Dar cine stie,Ochii tai,2001,Pop,3:28
Ana Maria,Sa daruiesc,Ochii tai,2001,Pop,3:45
Ana Maria,Eu voi canta,Ochii tai,2001,Pop,3:41
Ana Maria,Poti pleca,Ochii tai,2001,Pop,3:36
Ana Maria,E mult mai bine,Ochii tai,2001,Pop,3:04
Ana Maria,Ochii tai (sting remix),Ochii tai,2001,Pop,
Ana Maria,Acolo-n inima ta,Ochii tai,2001,Pop,4:05
Ana Maria,Astazi este ziua ta,,,Pop,3:39
Ana Maria,Primul dans,,,Pop,2:53
Ana Maria,Zboara,,,Pop,3:56
,,,,,
Andy & Lucas,,,,,0
Andy & Lucas,Son de Amores,Andy y Lucas,2003,Latino,3:51
Andy & Lucas,Tanto la Queria,Andy y Lucas,2003,Latino,4:40
Andy & Lucas,La Llama del Amor,Andy y Lucas,2003,Latino,3:56
Andy & Lucas,Mirame a la Cara,Andy y Lucas,2003,Latino,3:49
Andy & Lucas,Hasta los Huesos,Andy y Lucas,2003,Latino,3:26
Andy & Lucas,El Ritmo de Maria,Andy y Lucas,2003,Latino,3:25
Andy & Lucas,Dame un Besito,Andy y Lucas,2003,Latino,3:24
Andy & Lucas,Caido del Cielo,Andy y Lucas,2003,Latino,4:22
Andy & Lucas,Un Rinconcito al Sur,Andy y Lucas,2003,Latino,4:58
Andy & Lucas,Y en Tu Ventana,Andy y Lucas,2003,Latino,3:31
Andy & Lucas,Carta Anonima,Andy y Lucas,2003,Latino,3:35
Andy & Lucas,Las Manos del Mundo,Andy y Lucas,2003,Latino,3:14
Andy & Lucas,Ratoncitos Coloraos,Andy y Lucas,2003,Latino,3:22
Andy & Lucas,Son de amores,En su salsa,2004,Latino,4:28
Andy & Lucas,Tanto la quería,En su salsa,2004,Latino,4:18
Andy & Lucas,La llama del amor,En su salsa,2004,Latino,4:30
Andy & Lucas,Mirame a la cara,En su salsa,2004,Latino,4:35
Andy & Lucas,Hasta los huesos,En su salsa,2004,Latino,4:30
Andy & Lucas,El ritmo de Maria,En su salsa,2004,Latino,4:06
Andy & Lucas,Dame un besito,En su salsa,2004,Latino,4:31
Andy & Lucas,Caido del cielo,En su salsa,2004,Latino,4:35
Andy & Lucas,Un rinconcito al sur,En su salsa,2004,Latino,4:13
Andy & Lucas,Y en tu ventana,En su salsa,2004,Latino,4:13
Andy & Lucas,Las manos del mundo,En su salsa,2004,Latino,4:21
Andy & Lucas,Celos,Desde Mi Barrio,2005,Pop,3:52
Andy & Lucas,Dime Que Me Quieres,Desde Mi Barrio,2005,Pop,4:13
Andy & Lucas,Quiero Ser Tu Sueño,Desde Mi Barrio,2005,Pop,3:27
Andy & Lucas,Por Ella,Desde Mi Barrio,2005,Pop,4:36
Andy & Lucas,Mi Barrio,Desde Mi Barrio,2005,Pop,3:35
Andy & Lucas,Madre,Desde Mi Barrio,2005,Pop,3:56
Andy & Lucas,Pasaran,Desde Mi Barrio,2005,Pop,4:53
Andy & Lucas,Yo Lo Que Quiero,Desde Mi Barrio,2005,Pop,4:25
Andy & Lucas,Sabe Que la Engaña,Desde Mi Barrio,2005,Pop,4:19
Andy & Lucas,Tan Orgullosa,Desde Mi Barrio,2005,Pop,3:29
Andy & Lucas,Aquellas Cartitas,Desde Mi Barrio,2005,Pop,4:26
Andy & Lucas,Como Quieres,Desde Mi Barrio,2005,Pop,4:18
Andy & Lucas,Carita Morena,Desde Mi Barrio,2005,Pop,3:44
Andy & Lucas,Celos,¿Que No? ¡Anda Que No¡,2005,Latino,3:57
Andy & Lucas,Quiero Ser Tu Sueño,¿Que No? ¡Anda Que No¡,2005,Latino,3:48
Andy & Lucas,Madre,¿Que No? ¡Anda Que No¡,2005,Latino,3:19
Andy & Lucas,El Ritmo de Maria,¿Que No? ¡Anda Que No¡,2005,Latino,4:18
Andy & Lucas,Son de Amores,¿Que No? ¡Anda Que No¡,2005,Latino,3:35
Andy & Lucas,Mirame a la Cara,¿Que No? ¡Anda Que No¡,2005,Latino,3:54
Andy & Lucas,Por Ella,¿Que No? ¡Anda Que No¡,2005,Latino,4:56
Andy & Lucas,Carita Morena,¿Que No? ¡Anda Que No¡,2005,Latino,5:37
Andy & Lucas,Quiero Que Sepas,Ganas de Vivir,2007,Latino,3:31
Andy & Lucas,De Que Me Vale,Ganas de Vivir,2007,Latino,4:16
Andy & Lucas,Dame Tu Corazón,Ganas de Vivir,2007,Latino,3:35
Andy & Lucas,Abuelo,Ganas de Vivir,2007,Latino,4:33
Andy & Lucas,Quiereme,Ganas de Vivir,2007,Latino,3:38
Andy & Lucas,Dios Bendiga,Ganas de Vivir,2007,Latino,4:49
Andy & Lucas,La Niña de Mis Ojos,Ganas de Vivir,2007,Latino,3:44
Andy & Lucas,Maria,Ganas de Vivir,2007,Latino,4:04
Andy & Lucas,Sueños de Amor,Ganas de Vivir,2007,Latino,4:22
Andy & Lucas,Una Chica Normal,Ganas de Vivir,2007,Latino,3:51
Andy & Lucas,Ayer Iba Tan Guapa,Ganas de Vivir,2007,Latino,3:55
Andy & Lucas,Por una Tonteria,Ganas de Vivir,2007,Latino,4:36
,,,,,
Angélica,,,,,0
Angélica,Vou de Táxi ,Angélica,1988,,
Angélica,Primeiro Amor ,Angélica,1988,,
Angélica,Milk Shake ,Angélica,1988,,
Angélica,Coração Na Multidão ,Angélica,1988,,
Angélica,Na Na Na Hey Hey Tchau Tchau ,Angélica,1988,,
Angélica,Eu Digo Sim ,Angélica,1988,,
Angélica,Eu Não Sabia Que Você Existia ,Angélica,1988,,
Angélica,Não Dá Mais ,Angélica,1988,,
Angélica,Super Cat ,Angélica,1988,,
Angélica,Nosso Amor É Uma Festa ,Angélica,1988,,
Angélica,O Calhambeque (Road Hog),Angélica,1989,,
Angélica,Coração Encantado,Angélica,1989,,
Angélica,Tic Tac,Angélica,1989,,
Angélica,Toda Molhada de Chuva (Bajo La Luz de La Luna),Angélica,1989,,
Angélica,Angelical Touch,Angélica,1989,,
Angélica,Eu Não Sou Bombom (It's The Same Old Song),Angélica,1989,,
Angélica,Passageiro do Meu Amor (Marylin Et John),Angélica,1989,,
Angélica,"Roda, Roda, Roda",Angélica,1989,,
Angélica,Meu Sonho Real (Mi Chica Ideal),Angélica,1989,,
Angélica,Help Natureza (com Ney Matogrosso e Os Trapalhões),Angélica,1989,,
Angélica,Corpo Humano ,Angélica,1990,,
Angélica,Ooh La La (Eu Vou Ganhar Você) ,Angélica,1990,,
Angélica,Me Dá Um Beijinho Part. Kaoma ,Angélica,1990,,
Angélica,Mágica No Ar ,Angélica,1990,,
Angélica,Bons Momentos ,Angélica,1990,,
Angélica,"Boa Tarde, Meu Amor ",Angélica,1990,,
Angélica,Ces't La Vie ,Angélica,1990,,
Angélica,Bye Que Bye Bye Bye ,Angélica,1990,,
Angélica,Viajei No Som ,Angélica,1990,,
Angélica,Coisa Aventureira ,Angélica,1990,,
Angélica,"Amor, Amor ",Angélica,1991,,
Angélica,Os Números ,Angélica,1991,,
Angélica,Ei Manhê ,Angélica,1991,,
Angélica,O Bom E Velho Rock'n Roll ,Angélica,1991,,
Angélica,Algodão Doce E Guaraná ,Angélica,1991,,
Angélica,Meu Amigo ET ,Angélica,1991,,
Angélica,Quando Você Chegar ,Angélica,1991,,
Angélica,Vem Que Eu Te Espero ,Angélica,1991,,
Angélica,Cara De Pau ,Angélica,1991,,
Angélica,Uma Estória De Amor ,Angélica,1991,,
Angélica,Quis Fazer Você Feliz (com Roupa Nova) ,Angélica,1992,,
Angélica,Romance Bom ,Angélica,1992,,
Angélica,Além Das Nuvens ,Angélica,1992,,
Angélica,Mãos Ao Alto ,Angélica,1992,,
Angélica,Brincar Com Fogo ,Angélica,1992,,
Angélica,É Amor ,Angélica,1992,,
Angélica,Pronta Pra Você (Bônus Track em CD e K7) ,Angélica,1992,,
Angélica,Blue Jeans ,Angélica,1992,,
Angélica,Eletricidade ,Angélica,1992,,
Angélica,Bom Dia ,Angélica,1992,,
Angélica,Exército Do Surf ,Angélica,1992,,
Angélica,Me Chama ,Angélica,1992,,
Angélica,Que Saudade ,Angélica,1992,,
Angélica,Na Porta Do Colégio (Bônus Track em CD e K7) ,Angélica,1992,,
Angélica,O Meu Jeito De Ser ,Meu Jeito de Ser,1993,,
Angélica,Flecha de Amor ,Meu Jeito de Ser,1993,,
Angélica,Ponto Forte ,Meu Jeito de Ser,1993,,
Angélica,Deixa Tudo Assim ,Meu Jeito de Ser,1993,,
Angélica,Na Beira do Mar ,Meu Jeito de Ser,1993,,
Angélica,Uh Baby ,Meu Jeito de Ser,1993,,
Angélica,Loura Romântica (Loura Boticelli) ,Meu Jeito de Ser,1993,,
Angélica,Lua ,Meu Jeito de Ser,1993,,
Angélica,Um Love Lindo ,Meu Jeito de Ser,1993,,
Angélica,Guarde Para os Dias de Chuva ,Meu Jeito de Ser,1993,,
Angélica,Pra Te Amar De Paixão ,Meu Jeito de Ser,1993,,
Angélica,Tô Fora ,Meu Jeito de Ser,1993,,
Angélica,Montanha Russa (Bônus Track em CD) ,Meu Jeito de Ser,1993,,
Angélica,Saudade ,Angélica,1994,,
Angélica,Beat Acelerado ,Angélica,1994,,
Angélica,Quero Ficar com Você ,Angélica,1994,,
Angélica,Bambolê Yô Yô ,Angélica,1994,,
Angélica,Dois Namorados ,Angélica,1994,,
Angélica,Dona Felicidade ,Angélica,1994,,
Angélica,Eu Amo Você ,Angélica,1994,,
Angélica,A Dança do Saci Pererê ,Angélica,1994,,
Angélica,Magia ,Angélica,1994,,
Angélica,Sou Mais Você ,Angélica,1994,,
Angélica,Amigos pra Valer (Casa da Angélica) ,Angélica,1994,,
Angélica,Can Can ,Angélica,1994,,
Angélica,Lindo Balão Azul (Bônus Track no CD e K7) ,Angélica,1994,,
Angélica,Com Você (Bônus Track no CD e K7) ,Angélica,1994,,
Angélica,Vou Ficar ,Angélica,1995,,
Angélica,Beijos de Cinema ,Angélica,1995,,
Angélica,Bumerangue ,Angélica,1995,,
Angélica,A Dança das Horas ,Angélica,1995,,
Angélica,Rap da Paquera ,Angélica,1995,,
Angélica,Pagando Mico ,Angélica,1995,,
Angélica,Sonhos Part. Latino ,Angélica,1995,,
Angélica,A Festa dos Insetos ,Angélica,1995,,
Angélica,Esperando Nada ,Angélica,1995,,
Angélica,Rap Do Picolé ,Angélica,1995,,
Angélica,Bem me Quer (Bônus Track no CD e K7) ,Angélica,1995,,
Angélica,Aposto em Você ,Angélica,1995,,
Angélica,Um Reggae do Amor ,Angélica,1995,,
Angélica,Passarê ,Angélica,1995,,
Angélica,A Dança dos 40 Limões ,Angélica,1996,,
Angélica,Sem Você Part. Netinho ,Angélica,1996,,
Angélica,Chocolate ,Angélica,1996,,
Angélica,A Festa da Pachanga ,Angélica,1996,,
Angélica,Apaixonados Part. Maurício Mattar ,Angélica,1996,,
Angélica,Uni Duni Tê ,Angélica,1996,,
Angélica,Meninas ,Angélica,1996,,
Angélica,Estrelinha Part. Asa de Águia ,Angélica,1996,,
Angélica,Big Bom ,Angélica,1996,,
Angélica,Parabéns da Angélica ,Angélica,1996,,
Angélica,Ritmos do Mundo ,Angélica,1996,,
Angélica,É Natal ,Angélica,1996,,
Angélica,Semente do Amanhã ,Angélica,1996,,
Angélica,Fada Bela ,Angélica,1996,,
Angélica,Calendário ,Angélica,1996,,
Angélica,A Dança dos 40 Limões (Remix Dance) ,Angélica,1996,,
Angélica,Ciúme ,Angélica,1997,,
Angélica,Amor animal ,Angélica,1997,,
Angélica,Toque de Magia Part. Chayanne ,Angélica,1997,,
Angélica,Qualquer Bobagem ,Angélica,1997,,
Angélica,Me Arrepia ,Angélica,1997,,
Angélica,Palco Part. Gilberto Gil ,Angélica,1997,,
Angélica,Talismã ,Angélica,1997,,
Angélica,Mão Boba ,Angélica,1997,,
Angélica,Me Amarro em Você ,Angélica,1997,,
Angélica,Bombom ,Angélica,1997,,
Angélica,Pega e Solta ,Angélica,1997,,
Angélica,Dança da Fadinha ,Angélica,1997,,
Angélica,Amor Proibido ,Angélica,1997,,
Angélica,Com a Corda Toda ,Angélica,1997,,
Angélica,Palavrinhas Mágicas ,Angélica,1998,,
Angélica,Não Chore Assim ,Angélica,1998,,
Angélica,O Sol Também é Meu ,Angélica,1998,,
Angélica,Caixinha de Surpresa ,Angélica,1998,,
Angélica,Na Hora de Dormir ,Angélica,1998,,
Angélica,Balanço do Amor ,Angélica,1998,,
Angélica,Pense Nisso ,Angélica,1998,,
Angélica,Meu Segredo ,Angélica,1998,,
Angélica,Ginástica ,Angélica,1998,,
Angélica,Menino do Circo ,Angélica,1998,,
Angélica,Amigos ,Angélica,1998,,
Angélica,Tudo tem sua hora ,Angélica,1998,,
Angélica,Amor de Fada ,Angélica,1998,,
Angélica,Bola no Gol ,Angélica,1998,,
Angélica,Vou de Táxi (Joe Le Taxi) (Nova Versão),Angélica,1999,,
Angélica,Acho Que Me Apaixonei,Angélica,1999,,
Angélica,Nosso Filme de Amor,Angélica,1999,,
Angélica,Meu Herói,Angélica,1999,,
Angélica,Quero Ser (Quiero Ser),Angélica,1999,,
Angélica,Cuida de Mim,Angélica,1999,,
Angélica,O Sal da Terra,Angélica,1999,,
Angélica,Aquarela,Angélica,1999,,
Angélica,Segredo,Angélica,1999,,
Angélica,O Verde É Nosso,Angélica,1999,,
Angélica,Pensando Em Ti,Angélica,1999,,
Angélica,Sorte,Angélica,1999,,
Angélica,Boogie Oogie Oogie,Angélica,1999,,
Angélica,Mauricinhos & Patricinhas,Angélica,1999,,
Angélica,Se A Gente Se Entender (Linger),Angélica,2001,,
Angélica,Fotos No Espelho,Angélica,2001,,
Angélica,Voz Do Coração,Angélica,2001,,
Angélica,Destino (Participação: Claudinho e Buchecha),Angélica,2001,,
Angélica,Eu Sei,Angélica,2001,,
Angélica,Pra Viver Um Amor,Angélica,2001,,
Angélica,"Big, Big Mundo (Big, Big World)",Angélica,2001,,
Angélica,Quadro De Amor,Angélica,2001,,
Angélica,Por Que Não?,Angélica,2001,,
Angélica,Suspense,Angélica,2001,,
Angélica,Esperando Na Janela,Angélica,2001,,
Angélica,Cinco Dias Sem Te Ver,Angélica,2001,,
Angélica,,,,,
Angélica,,,,,
Angélica,,,,,
